work_year,experience_level,salary_in_usd,company_size,main_job_title_category,Country,Continent,country_code
2023,SE,129000,M,Data Engineer,United States,North America,USA
2023,MI,155000,M,Data Engineer,United States,North America,USA
2023,MI,140000,M,Data Engineer,United States,North America,USA
2023,SE,161800,M,Data Engineer,United States,North America,USA
2023,SE,141600,M,Data Engineer,United States,North America,USA
2023,SE,342300,L,Machine Learning Engineer,United States,North America,USA
2023,SE,176100,L,Machine Learning Engineer,United States,North America,USA
2023,MI,100000,M,Data Engineer,United States,North America,USA
2023,MI,70000,M,Data Engineer,United States,North America,USA
2023,EN,85000,M,Data Engineer,United States,North America,USA
2023,EN,65000,M,Data Engineer,United States,North America,USA
2023,SE,138784,M,Data Scientist,United States,North America,USA
2023,SE,83270,M,Data Scientist,United States,North America,USA
2023,EN,75000,M,Data Analyst,United States,North America,USA
2023,EN,70000,M,Data Analyst,United States,North America,USA
2023,SE,204500,M,Data Analyst,United States,North America,USA
2023,SE,138900,M,Data Analyst,United States,North America,USA
2023,SE,318300,M,Machine Learning Engineer,United States,North America,USA
2023,SE,212200,M,Machine Learning Engineer,United States,North America,USA
2023,SE,95000,M,Data Engineer,United States,North America,USA
2023,SE,75000,M,Data Engineer,United States,North America,USA
2023,SE,195000,M,Data Scientist,United States,North America,USA
2023,SE,160000,M,Data Scientist,United States,North America,USA
2023,SE,230000,M,Data Engineer,United States,North America,USA
2023,SE,143200,M,Data Engineer,United States,North America,USA
2023,MI,100000,M,Data Engineer,United States,North America,USA
2023,MI,70000,M,Data Engineer,United States,North America,USA
2023,MI,105000,L,Data Analyst,United States,North America,USA
2023,MI,20670,L,Data Scientist,India,Asia,IND
2023,MI,46178,M,Data Analyst,United Kingdom,Europe,GBR
2023,MI,42533,M,Data Analyst,United Kingdom,Europe,GBR
2023,SE,145000,M,Data Engineer,United States,North America,USA
2023,SE,115000,M,Data Engineer,United States,North America,USA
2023,SE,168400,M,Data Analyst,United States,North America,USA
2023,SE,105200,M,Data Analyst,United States,North America,USA
2023,SE,309400,L,Data Scientist,United States,North America,USA
2023,SE,159100,L,Data Scientist,United States,North America,USA
2023,SE,190000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,150000,M,Machine Learning Engineer,United States,North America,USA
2023,MI,162500,M,Data Engineer,United States,North America,USA
2023,MI,130000,M,Data Engineer,United States,North America,USA
2023,SE,150000,M,Data Engineer,United States,North America,USA
2023,SE,120000,M,Data Engineer,United States,North America,USA
2023,SE,145000,M,Data Engineer,United States,North America,USA
2023,SE,120000,M,Data Engineer,United States,North America,USA
2023,SE,222200,L,Data Scientist,United States,North America,USA
2023,SE,136000,L,Data Scientist,United States,North America,USA
2023,SE,54685,M,Data Analyst,Central African Republic,Africa,CAF
2023,SE,42533,M,Data Analyst,Central African Republic,Africa,CAF
2023,SE,241000,M,Data Engineer,United States,North America,USA
2023,SE,155000,M,Data Engineer,United States,North America,USA
2023,SE,220000,M,Data Engineer,United States,North America,USA
2023,SE,190000,M,Data Engineer,United States,North America,USA
2023,MI,66837,M,Data Scientist,United Kingdom,Europe,GBR
2023,MI,54685,M,Data Scientist,United Kingdom,Europe,GBR
2020,EX,15000,M,Data Analyst,Nigeria,Africa,NGA
2023,MI,85066,M,Data Engineer,United Kingdom,Europe,GBR
2023,MI,57723,M,Data Engineer,United Kingdom,Europe,GBR
2023,EN,85000,M,Data Analyst,United States,North America,USA
2023,EN,75000,M,Data Analyst,United States,North America,USA
2023,SE,160000,M,Data Engineer,United States,North America,USA
2023,SE,140000,M,Data Engineer,United States,North America,USA
2023,MI,300000,M,Machine Learning Engineer,United States,North America,USA
2023,MI,250000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,228000,M,Data Scientist,United States,North America,USA
2023,SE,186000,M,Data Scientist,United States,North America,USA
2023,SE,190000,M,Data Scientist,United States,North America,USA
2023,SE,170000,M,Data Scientist,United States,North America,USA
2023,MI,230000,M,Data Engineer,United States,North America,USA
2023,MI,200000,M,Data Engineer,United States,North America,USA
2023,SE,180000,M,Data Architect,United States,North America,USA
2023,SE,115000,M,Data Architect,United States,North America,USA
2023,SE,200000,M,Data Architect,United States,North America,USA
2023,SE,115000,M,Data Architect,United States,North America,USA
2023,SE,53654,S,Data Engineer,France,Europe,FRA
2023,EX,220000,M,Data Engineer,United States,North America,USA
2023,EX,205000,M,Data Engineer,United States,North America,USA
2023,MI,180000,M,Data Engineer,United States,North America,USA
2023,MI,130000,M,Data Engineer,United States,North America,USA
2023,SE,200000,M,Data Engineer,United States,North America,USA
2023,SE,150000,M,Data Engineer,United States,North America,USA
2023,SE,215000,M,Data Engineer,United States,North America,USA
2023,SE,170000,M,Data Engineer,United States,North America,USA
2023,SE,247500,M,Machine Learning Engineer,United States,North America,USA
2023,SE,172200,M,Machine Learning Engineer,United States,North America,USA
2023,SE,224000,M,Data Scientist,Canada,North America,CAN
2023,SE,176000,M,Data Scientist,Canada,North America,CAN
2023,SE,120000,M,Data Analyst,United States,North America,USA
2023,SE,75000,M,Data Analyst,United States,North America,USA
2023,EN,17022,L,Data Engineer,India,Asia,IND
2023,SE,68318,M,Data Scientist,Australia,Oceania,AUS
2023,MI,75020,M,Data Engineer,Finland,Europe,FIN
2023,SE,140000,M,Data Analyst,United States,North America,USA
2023,SE,120000,M,Data Analyst,United States,North America,USA
2023,SE,128000,M,Data Engineer,United States,North America,USA
2023,SE,81500,M,Data Engineer,United States,North America,USA
2023,SE,145000,M,Data Engineer,United States,North America,USA
2023,SE,115000,M,Data Engineer,United States,North America,USA
2023,SE,185000,M,Data Engineer,United States,North America,USA
2023,SE,140000,M,Data Engineer,United States,North America,USA
2023,EX,329500,M,Data Engineer,United States,North America,USA
2023,EX,269600,M,Data Engineer,United States,North America,USA
2023,SE,100000,M,Data Analyst,United States,North America,USA
2023,SE,80000,M,Data Analyst,United States,North America,USA
2023,SE,250000,M,Data Scientist,United States,North America,USA
2023,SE,162500,M,Data Scientist,United States,North America,USA
2023,MI,200000,M,Data Engineer,United States,North America,USA
2023,SE,145000,M,Data Engineer,United States,North America,USA
2023,SE,100000,M,Data Engineer,United States,North America,USA
2023,EX,145000,M,Data Engineer,United States,North America,USA
2023,EX,115000,M,Data Engineer,United States,North America,USA
2023,SE,203500,M,Data Scientist,United States,North America,USA
2023,SE,152000,M,Data Scientist,United States,North America,USA
2023,SE,239000,L,Data Scientist,United States,North America,USA
2023,SE,122900,L,Data Scientist,United States,North America,USA
2023,SE,237000,M,Data Scientist,United States,North America,USA
2023,SE,145000,M,Data Scientist,United States,North America,USA
2023,SE,191765,M,Data Engineer,United States,North America,USA
2023,SE,134236,M,Data Engineer,United States,North America,USA
2023,SE,190000,M,Data Engineer,United States,North America,USA
2023,SE,112000,M,Data Engineer,United States,North America,USA
2022,SE,88256,L,Data Scientist,Spain,Europe,ESP
2023,EN,85000,M,Data Engineer,United States,North America,USA
2023,EN,65000,M,Data Engineer,United States,North America,USA
2023,SE,135000,M,Data Analyst,United States,North America,USA
2023,SE,105500,M,Data Analyst,United States,North America,USA
2023,SE,293000,M,Data Engineer,United States,North America,USA
2023,SE,185000,M,Data Engineer,United States,North America,USA
2023,SE,80000,M,Data Analyst,United States,North America,USA
2023,SE,70000,M,Data Analyst,United States,North America,USA
2023,SE,220000,M,Data Engineer,United States,North America,USA
2023,SE,160000,M,Data Engineer,United States,North America,USA
2023,SE,175000,M,Data Scientist,United States,North America,USA
2023,SE,145000,M,Data Scientist,United States,North America,USA
2023,SE,200000,M,Data Analyst,United States,North America,USA
2023,SE,148500,M,Data Analyst,United States,North America,USA
2023,SE,48289,M,Data Scientist,Spain,Europe,ESP
2023,SE,38631,M,Data Scientist,Spain,Europe,ESP
2023,SE,240500,L,Data Engineer,United States,North America,USA
2023,SE,123700,L,Data Engineer,United States,North America,USA
2023,SE,152900,M,Data Engineer,United States,North America,USA
2023,SE,117100,M,Data Engineer,United States,North America,USA
2023,SE,173000,M,Data Engineer,United States,North America,USA
2023,SE,113000,M,Data Engineer,United States,North America,USA
2023,SE,260000,L,Data Scientist,United States,North America,USA
2023,SE,136000,L,Data Scientist,United States,North America,USA
2023,EX,175000,M,Data Engineer,United States,North America,USA
2023,EX,110000,M,Data Engineer,United States,North America,USA
2023,SE,260000,L,Data Scientist,United States,North America,USA
2023,SE,136000,L,Data Scientist,United States,North America,USA
2023,SE,130000,M,Data Scientist,United States,North America,USA
2023,SE,110000,M,Data Scientist,United States,North America,USA
2023,SE,205000,M,Data Scientist,United States,North America,USA
2023,SE,184000,M,Data Scientist,United States,North America,USA
2023,SE,149500,M,Data Analyst,United States,North America,USA
2023,SE,127075,M,Data Analyst,United States,North America,USA
2023,SE,195000,M,Data Scientist,United States,North America,USA
2023,SE,160000,M,Data Scientist,United States,North America,USA
2023,SE,219535,M,Data Engineer,United States,North America,USA
2023,SE,146115,M,Data Engineer,United States,North America,USA
2023,SE,170000,M,Data Scientist,United States,North America,USA
2023,SE,135000,M,Data Scientist,United States,North America,USA
2023,SE,175000,M,Data Scientist,United States,North America,USA
2023,SE,145000,M,Data Scientist,United States,North America,USA
2023,SE,199000,M,Data Scientist,United States,North America,USA
2023,SE,162000,M,Data Scientist,United States,North America,USA
2023,SE,222200,L,Data Scientist,United States,North America,USA
2023,SE,136000,L,Data Scientist,United States,North America,USA
2023,EX,221000,M,Data Engineer,United States,North America,USA
2023,EX,153000,M,Data Engineer,United States,North America,USA
2023,SE,187000,M,Data Analyst,United States,North America,USA
2023,SE,128000,M,Data Analyst,United States,North America,USA
2023,SE,210000,M,Data Scientist,United States,North America,USA
2023,SE,136000,M,Data Scientist,United States,North America,USA
2023,SE,175000,M,Data Scientist,United States,North America,USA
2023,SE,100000,M,Data Scientist,United States,North America,USA
2023,SE,179000,M,Data Engineer,United States,North America,USA
2023,SE,109000,M,Data Engineer,United States,North America,USA
2023,SE,245000,M,Data Scientist,United States,North America,USA
2023,SE,180000,M,Data Scientist,United States,North America,USA
2023,SE,142000,M,Data Analyst,United States,North America,USA
2023,SE,75000,M,Data Analyst,United States,North America,USA
2023,SE,198800,M,Data Engineer,United States,North America,USA
2023,SE,105200,M,Data Engineer,United States,North America,USA
2023,SE,125000,M,Data Analyst,United States,North America,USA
2023,SE,112000,M,Data Analyst,United States,North America,USA
2023,SE,210000,M,Data Scientist,United States,North America,USA
2023,SE,155000,M,Data Scientist,United States,North America,USA
2023,SE,115000,M,Data Engineer,United States,North America,USA
2023,SE,86000,M,Data Engineer,United States,North America,USA
2023,SE,165000,M,Data Scientist,United States,North America,USA
2023,SE,140000,M,Data Scientist,United States,North America,USA
2023,SE,139000,M,Data Analyst,United States,North America,USA
2023,SE,106000,M,Data Analyst,United States,North America,USA
2023,EN,40663,L,Data Analyst,Canada,North America,CAN
2022,SE,275000,S,Data Engineer,Canada,North America,CAN
2023,MI,280700,M,Machine Learning Engineer,United States,North America,USA
2023,MI,150450,M,Machine Learning Engineer,United States,North America,USA
2023,EN,51753,L,Data Scientist,Canada,North America,CAN
2023,SE,250500,M,Data Architect,United States,North America,USA
2023,SE,159500,M,Data Architect,United States,North America,USA
2023,SE,145000,M,Data Engineer,United States,North America,USA
2023,SE,115000,M,Data Engineer,United States,North America,USA
2023,SE,140000,M,Data Analyst,United States,North America,USA
2023,SE,120000,M,Data Analyst,United States,North America,USA
2023,EN,130001,M,Data Scientist,United States,North America,USA
2023,EN,71907,M,Data Scientist,United States,North America,USA
2023,MI,93918,M,Data Scientist,United States,North America,USA
2023,MI,51962,M,Data Scientist,United States,North America,USA
2023,SE,175000,M,Data Analyst,Canada,North America,CAN
2023,SE,135000,M,Data Analyst,Canada,North America,CAN
2023,EN,85000,M,Data Engineer,United States,North America,USA
2023,EN,65000,M,Data Engineer,United States,North America,USA
2023,SE,257000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,147000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,222000,M,Data Engineer,United States,North America,USA
2023,SE,175000,M,Data Engineer,United States,North America,USA
2023,SE,203000,M,Data Scientist,United States,North America,USA
2023,SE,133200,M,Data Scientist,United States,North America,USA
2023,EN,213660,L,Data Scientist,United States,North America,USA
2023,EN,130760,L,Data Scientist,United States,North America,USA
2023,SE,221000,M,Data Engineer,United States,North America,USA
2023,SE,147000,M,Data Engineer,United States,North America,USA
2023,SE,100000,M,Data Analyst,United States,North America,USA
2023,SE,80000,M,Data Analyst,United States,North America,USA
2023,SE,185900,M,Data Scientist,United States,North America,USA
2023,SE,129300,M,Data Scientist,United States,North America,USA
2023,SE,238000,M,Data Scientist,United States,North America,USA
2023,SE,156000,M,Data Scientist,United States,North America,USA
2023,SE,304000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,199000,M,Machine Learning Engineer,United States,North America,USA
2023,MI,48289,M,Data Engineer,Spain,Europe,ESP
2023,SE,150000,M,Data Engineer,United States,North America,USA
2023,SE,130000,M,Data Engineer,United States,North America,USA
2023,SE,140000,M,Data Scientist,United States,North America,USA
2023,SE,110000,M,Data Scientist,United States,North America,USA
2023,MI,90000,M,Data Analyst,United States,North America,USA
2023,MI,75000,M,Data Analyst,United States,North America,USA
2023,MI,195895,M,Data Scientist,United Kingdom,Europe,GBR
2023,MI,102772,M,Data Scientist,United Kingdom,Europe,GBR
2023,SE,240000,M,Data Engineer,United States,North America,USA
2023,SE,183600,M,Data Engineer,United States,North America,USA
2023,MI,130000,M,Data Engineer,United States,North America,USA
2023,MI,80000,M,Data Engineer,United States,North America,USA
2023,SE,250000,M,Data Engineer,United States,North America,USA
2023,SE,150000,M,Data Engineer,United States,North America,USA
2023,SE,160000,M,Data Engineer,United States,North America,USA
2023,SE,120000,M,Data Engineer,United States,North America,USA
2023,SE,289076,M,Machine Learning Engineer,United States,North America,USA
2023,SE,202353,M,Machine Learning Engineer,United States,North America,USA
2023,SE,145000,M,Data Engineer,United States,North America,USA
2023,SE,120000,M,Data Engineer,United States,North America,USA
2023,SE,155000,M,Data Analyst,United States,North America,USA
2023,SE,106000,M,Data Analyst,United States,North America,USA
2023,SE,200000,M,Data Engineer,United States,North America,USA
2023,SE,160000,M,Data Engineer,United States,North America,USA
2023,SE,157750,M,Data Scientist,United States,North America,USA
2023,SE,104650,M,Data Scientist,United States,North America,USA
2023,MI,180000,M,Data Scientist,United States,North America,USA
2023,MI,140000,M,Data Scientist,United States,North America,USA
2023,EX,200000,M,Data Scientist,United States,North America,USA
2023,EX,145000,M,Data Scientist,United States,North America,USA
2023,MI,68000,L,Data Analyst,United States,North America,USA
2023,EN,60000,M,Data Engineer,United States,North America,USA
2023,SE,48289,M,Data Scientist,Spain,Europe,ESP
2023,SE,38631,M,Data Scientist,Spain,Europe,ESP
2023,EN,85000,M,Data Engineer,United States,North America,USA
2023,EN,65000,M,Data Engineer,United States,North America,USA
2023,MI,125000,M,Data Engineer,United States,North America,USA
2023,MI,90000,M,Data Engineer,United States,North America,USA
2023,SE,105000,M,Data Analyst,United States,North America,USA
2023,SE,90000,M,Data Analyst,United States,North America,USA
2023,SE,179820,M,Data Engineer,United States,North America,USA
2023,SE,143860,M,Data Engineer,United States,North America,USA
2023,SE,135000,M,Data Analyst,United States,North America,USA
2023,SE,105500,M,Data Analyst,United States,North America,USA
2023,EN,155000,M,Data Engineer,United States,North America,USA
2023,EN,125000,M,Data Engineer,United States,North America,USA
2023,SE,241000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,181000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,252000,M,Data Scientist,United States,North America,USA
2023,SE,154000,M,Data Scientist,United States,North America,USA
2023,EX,180000,M,Data Architect,United States,North America,USA
2023,EX,155000,M,Data Architect,United States,North America,USA
2023,SE,191765,M,Data Scientist,United States,North America,USA
2023,SE,134236,M,Data Scientist,United States,North America,USA
2023,SE,175000,M,Data Scientist,United States,North America,USA
2023,SE,145000,M,Data Scientist,United States,North America,USA
2023,SE,237000,M,Data Scientist,United States,North America,USA
2023,SE,145000,M,Data Scientist,United States,North America,USA
2023,EN,155000,M,Data Engineer,United States,North America,USA
2023,EN,125000,M,Data Engineer,United States,North America,USA
2023,SE,80000,M,Data Analyst,United States,North America,USA
2023,SE,70000,M,Data Analyst,United States,North America,USA
2023,SE,146000,M,Data Engineer,United States,North America,USA
2023,SE,75000,M,Data Engineer,United States,North America,USA
2023,EN,64200,M,Data Analyst,United States,North America,USA
2023,EN,56100,M,Data Analyst,United States,North America,USA
2023,SE,170000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,130000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,208450,M,Data Analyst,United States,North America,USA
2023,SE,170550,M,Data Analyst,United States,North America,USA
2023,SE,125000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,100000,M,Machine Learning Engineer,United States,North America,USA
2023,MI,135000,M,Data Engineer,United States,North America,USA
2023,MI,120000,M,Data Engineer,United States,North America,USA
2023,SE,200000,M,Data Scientist,United States,North America,USA
2023,SE,170000,M,Data Scientist,United States,North America,USA
2023,SE,171250,M,Data Scientist,Ireland,Europe,IRL
2023,SE,113750,M,Data Scientist,Ireland,Europe,IRL
2023,SE,222200,L,Data Scientist,United States,North America,USA
2023,SE,136000,L,Data Scientist,United States,North America,USA
2023,SE,260000,L,Data Scientist,United States,North America,USA
2023,SE,136000,L,Data Scientist,United States,North America,USA
2023,SE,153600,M,Data Analyst,United States,North America,USA
2023,SE,100500,M,Data Analyst,United States,North America,USA
2023,SE,205000,M,Data Scientist,United States,North America,USA
2023,SE,184000,M,Data Scientist,United States,North America,USA
2023,SE,115000,M,Machine Learning Engineer,Canada,North America,CAN
2023,SE,95000,M,Machine Learning Engineer,Canada,North America,CAN
2023,MI,182500,M,Data Analyst,United States,North America,USA
2023,MI,121500,M,Data Analyst,United States,North America,USA
2023,SE,203100,M,Data Engineer,United States,North America,USA
2023,SE,114500,M,Data Engineer,United States,North America,USA
2023,MI,72914,M,Data Analyst,United Kingdom,Europe,GBR
2023,MI,54685,M,Data Analyst,United Kingdom,Europe,GBR
2023,SE,252000,M,Data Engineer,United States,North America,USA
2023,SE,129000,M,Data Engineer,United States,North America,USA
2023,EN,92700,M,Data Engineer,United States,North America,USA
2023,EN,61800,M,Data Engineer,United States,North America,USA
2023,SE,160000,M,Data Engineer,United States,North America,USA
2023,SE,130000,M,Data Engineer,United States,North America,USA
2023,SE,258000,M,Data Scientist,Canada,North America,CAN
2023,SE,190000,M,Data Scientist,Canada,North America,CAN
2023,SE,170000,M,Data Scientist,United States,North America,USA
2023,SE,135000,M,Data Scientist,United States,North America,USA
2023,MI,167500,M,Data Architect,United States,North America,USA
2023,MI,106500,M,Data Architect,United States,North America,USA
2023,SE,195000,M,Data Scientist,United States,North America,USA
2023,SE,160000,M,Data Scientist,United States,North America,USA
2023,MI,146000,M,Data Engineer,United States,North America,USA
2023,MI,75000,M,Data Engineer,United States,North America,USA
2022,EN,59888,L,Data Engineer,Netherlands,Europe,NLD
2023,EX,286000,M,Data Engineer,United States,North America,USA
2023,EX,207000,M,Data Engineer,United States,North America,USA
2023,SE,100000,M,Data Analyst,United States,North America,USA
2023,SE,80000,M,Data Analyst,United States,North America,USA
2023,SE,223250,M,Data Engineer,United States,North America,USA
2023,SE,178600,M,Data Engineer,United States,North America,USA
2023,EX,353200,M,Data Engineer,United States,North America,USA
2023,EX,249300,M,Data Engineer,United States,North America,USA
2023,MI,230000,M,Machine Learning Engineer,United States,North America,USA
2023,MI,220000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,297300,M,Data Scientist,United States,North America,USA
2023,SE,198200,M,Data Scientist,United States,North America,USA
2023,MI,210000,M,Data Scientist,United States,North America,USA
2023,MI,151800,M,Data Scientist,United States,North America,USA
2023,SE,200000,M,Data Scientist,United States,North America,USA
2023,SE,170000,M,Data Scientist,United States,North America,USA
2023,SE,317070,M,Data Scientist,United States,North America,USA
2023,SE,170730,M,Data Scientist,United States,North America,USA
2023,SE,128000,M,Data Engineer,United States,North America,USA
2023,SE,81500,M,Data Engineer,United States,North America,USA
2023,EN,21461,M,Data Analyst,Spain,Europe,ESP
2023,SE,108000,M,Data Engineer,Ukraine,Europe,UKR
2023,SE,60000,M,Data Engineer,Ukraine,Europe,UKR
2023,MI,134000,M,Data Engineer,United States,North America,USA
2023,MI,124000,M,Data Engineer,United States,North America,USA
2023,SE,171250,M,Data Engineer,United States,North America,USA
2023,SE,113750,M,Data Engineer,United States,North America,USA
2023,SE,165000,M,Data Engineer,United States,North America,USA
2023,SE,132300,M,Data Engineer,United States,North America,USA
2023,SE,225000,M,Data Scientist,United States,North America,USA
2023,SE,175000,M,Data Scientist,United States,North America,USA
2023,SE,230000,M,Data Engineer,United States,North America,USA
2023,SE,124500,M,Data Engineer,United States,North America,USA
